cliente_Log,idade,uf_nascimento,renda,Faixa de Renda
04233,46,SP,8857,Entre R$7.500 e R$10.000
21959,62,MG,6520,Entre R$5.000 e R$7.500
12935,81,RJ,2730,Entre R$2.500 e R$5.000
06672,47,MG,9971,Entre R$7.500 e R$10.000
25611,75,RS,12522,Mais Que R$10.000
04774,66,RJ,4331,Entre R$2.500 e R$5.000
23377,19,PI,13101,Mais Que R$10.000
27482,22,SP,7609,Entre R$7.500 e R$10.000
03888,43,SP,14222,Mais Que R$10.000
16490,22,RJ,13762,Mais Que R$10.000
22650,70,RJ,3731,Entre R$2.500 e R$5.000
19409,42,RJ,11653,Mais Que R$10.000
23711,72,MG,3885,Entre R$2.500 e R$5.000
13201,66,RJ,5159,Entre R$5.000 e R$7.500
25367,26,SP,6688,Entre R$5.000 e R$7.500
02081,71,RJ,7051,Entre R$5.000 e R$7.500
14725,67,SC,8206,Entre R$7.500 e R$10.000
13827,43,MG,3900,Entre R$2.500 e R$5.000
04377,49,SP,13358,Mais Que R$10.000
22145,61,GO,2391,Entre R$1.750 e R$2.500
15446,63,MG,7100,Entre R$5.000 e R$7.500
27677,55,SE,9101,Entre R$7.500 e R$10.000
24013,34,MG,10218,Mais Que R$10.000
04832,89,RJ,10150,Mais Que R$10.000
00622,44,ES,3292,Entre R$2.500 e R$5.000
23639,89,SC,12078,Mais Que R$10.000
08625,63,RJ,4762,Entre R$2.500 e R$5.000
10627,21,MG,3824,Entre R$2.500 e R$5.000
10116,33,BA,2651,Entre R$2.500 e R$5.000
23371,34,SP,11501,Mais Que R$10.000
01248,38,DF,1921,Entre R$1.750 e R$2.500
06645,26,MG,12418,Mais Que R$10.000
14203,18,RS,10017,Mais Que R$10.000
12386,35,RJ,9554,Entre R$7.500 e R$10.000
08900,28,GO,13846,Mais Que R$10.000
17703,47,MG,14250,Mais Que R$10.000
09168,61,SP,12639,Mais Que R$10.000
24176,51,MG,5356,Entre R$5.000 e R$7.500
25091,80,PR,8328,Entre R$7.500 e R$10.000
19990,49,MG,12960,Mais Que R$10.000
00381,69,SP,10096,Mais Que R$10.000
18314,46,MG,2234,Entre R$1.750 e R$2.500
03703,51,MG,3714,Entre R$2.500 e R$5.000
00769,23,BA,3194,Entre R$2.500 e R$5.000
23880,58,SP,3358,Entre R$2.500 e R$5.000
14830,66,MG,8722,Entre R$7.500 e R$10.000
03170,52,GO,4014,Entre R$2.500 e R$5.000
19211,88,MG,7441,Entre R$5.000 e R$7.500
03797,65,RN,5629,Entre R$5.000 e R$7.500
27724,25,SP,4580,Entre R$2.500 e R$5.000
25768,19,RS,10828,Mais Que R$10.000
11095,76,RJ,4050,Entre R$2.500 e R$5.000
18380,19,SP,4720,Entre R$2.500 e R$5.000
21025,69,MG,4328,Entre R$2.500 e R$5.000
24698,83,MG,6717,Entre R$5.000 e R$7.500
21673,63,PA,9590,Entre R$7.500 e R$10.000
23178,59,RJ,4956,Entre R$2.500 e R$5.000
18926,55,SP,2914,Entre R$2.500 e R$5.000
01198,41,SP,7241,Entre R$5.000 e R$7.500
02759,21,SP,9696,Entre R$7.500 e R$10.000
02768,18,SP,7026,Entre R$5.000 e R$7.500
04475,39,SP,12017,Mais Que R$10.000
11763,40,SP,12924,Mais Que R$10.000
07063,41,SP,7208,Entre R$5.000 e R$7.500
12813,43,SP,8599,Entre R$7.500 e R$10.000
07146,37,RJ,12352,Mais Que R$10.000
14470,62,SP,8599,Entre R$7.500 e R$10.000
21011,77,BA,10936,Mais Que R$10.000
03946,27,MG,11997,Mais Que R$10.000
07652,40,MG,8652,Entre R$7.500 e R$10.000
01409,62,RJ,4340,Entre R$2.500 e R$5.000
02593,78,RJ,3727,Entre R$2.500 e R$5.000
16329,60,PE,14436,Mais Que R$10.000
04371,88,SP,8927,Entre R$7.500 e R$10.000
05190,59,SP,4954,Entre R$2.500 e R$5.000
17130,32,BA,13633,Mais Que R$10.000
26369,62,SP,9259,Entre R$7.500 e R$10.000
17811,58,SP,8808,Entre R$7.500 e R$10.000
06796,81,RJ,14885,Mais Que R$10.000
12352,49,SP,5987,Entre R$5.000 e R$7.500
14635,34,SP,2309,Entre R$1.750 e R$2.500
19775,67,SP,7707,Entre R$7.500 e R$10.000
11721,19,SP,8440,Entre R$7.500 e R$10.000
01647,18,SP,7268,Entre R$5.000 e R$7.500
00736,75,SP,3191,Entre R$2.500 e R$5.000
05457,89,MG,7120,Entre R$5.000 e R$7.500
09575,59,SP,7965,Entre R$7.500 e R$10.000
07271,47,RJ,5139,Entre R$5.000 e R$7.500
05766,41,MG,14452,Mais Que R$10.000
24869,70,RJ,4883,Entre R$2.500 e R$5.000
05345,60,SP,13533,Mais Que R$10.000
11510,43,RJ,9841,Entre R$7.500 e R$10.000
05207,64,SP,8970,Entre R$7.500 e R$10.000
19351,86,PR,2851,Entre R$2.500 e R$5.000
00744,75,SP,11072,Mais Que R$10.000
06853,75,SP,2801,Entre R$2.500 e R$5.000
13892,83,MG,13325,Mais Que R$10.000
04528,64,RJ,12134,Mais Que R$10.000
11108,74,RS,7832,Entre R$7.500 e R$10.000
21841,43,RJ,11709,Mais Que R$10.000
00253,38,RJ,9695,Entre R$7.500 e R$10.000
09600,89,SP,3890,Entre R$2.500 e R$5.000
01950,77,RJ,11945,Mais Que R$10.000
24984,32,MG,9834,Entre R$7.500 e R$10.000
20885,58,SP,6958,Entre R$5.000 e R$7.500
02910,48,RJ,4507,Entre R$2.500 e R$5.000
22647,81,MG,9294,Entre R$7.500 e R$10.000
14808,64,MG,1737,Até R$1.750
07335,88,SP,5287,Entre R$5.000 e R$7.500
20397,79,MG,9103,Entre R$7.500 e R$10.000
23818,28,MG,8506,Entre R$7.500 e R$10.000
12955,41,SE,12353,Mais Que R$10.000
23030,61,RJ,6134,Entre R$5.000 e R$7.500
27960,23,RJ,8973,Entre R$7.500 e R$10.000
09776,64,SP,13648,Mais Que R$10.000
01092,69,SC,11743,Mais Que R$10.000
11506,55,RS,9670,Entre R$7.500 e R$10.000
12267,34,RS,3453,Entre R$2.500 e R$5.000
24830,19,RJ,10682,Mais Que R$10.000
05806,60,SE,4145,Entre R$2.500 e R$5.000
17311,34,SP,13874,Mais Que R$10.000
20742,46,RJ,3404,Entre R$2.500 e R$5.000
06764,19,SC,13862,Mais Que R$10.000
00172,75,SP,1749,Até R$1.750
00547,62,SP,8709,Entre R$7.500 e R$10.000
22783,60,SP,3492,Entre R$2.500 e R$5.000
03870,80,SP,7029,Entre R$5.000 e R$7.500
21156,36,SP,12606,Mais Que R$10.000
24479,62,SP,6800,Entre R$5.000 e R$7.500
13013,23,PE,5037,Entre R$5.000 e R$7.500
13588,40,SP,10390,Mais Que R$10.000
04600,66,SP,13119,Mais Que R$10.000
08600,61,SP,11426,Mais Que R$10.000
14308,61,PR,5501,Entre R$5.000 e R$7.500
23725,41,SP,3706,Entre R$2.500 e R$5.000
07569,70,RN,6532,Entre R$5.000 e R$7.500
27202,32,SP,14513,Mais Que R$10.000
08957,63,SP,3436,Entre R$2.500 e R$5.000
13193,87,MG,13558,Mais Que R$10.000
17354,75,RJ,13834,Mais Que R$10.000
19854,54,SP,10105,Mais Que R$10.000
27510,23,ES,12487,Mais Que R$10.000
13221,36,RS,8963,Entre R$7.500 e R$10.000
07938,41,MG,10815,Mais Que R$10.000
03563,39,SP,5464,Entre R$5.000 e R$7.500
04899,39,MG,14799,Mais Que R$10.000
21130,42,RJ,4824,Entre R$2.500 e R$5.000
26466,41,MG,4901,Entre R$2.500 e R$5.000
17031,72,SP,5948,Entre R$5.000 e R$7.500
17962,45,SP,4128,Entre R$2.500 e R$5.000
12494,40,RS,10092,Mais Que R$10.000
00483,35,MG,1937,Entre R$1.750 e R$2.500
07159,73,RJ,8271,Entre R$7.500 e R$10.000
13042,26,RJ,2346,Entre R$1.750 e R$2.500
26959,86,SP,5279,Entre R$5.000 e R$7.500
04543,57,DF,3834,Entre R$2.500 e R$5.000
16417,56,MG,7865,Entre R$7.500 e R$10.000
16186,36,SP,6875,Entre R$5.000 e R$7.500
20393,23,MG,3529,Entre R$2.500 e R$5.000
26138,76,SP,12532,Mais Que R$10.000
04630,70,SP,14625,Mais Que R$10.000
22611,43,CE,11100,Mais Que R$10.000
08781,77,RS,6156,Entre R$5.000 e R$7.500
27663,46,SP,4417,Entre R$2.500 e R$5.000
27457,77,RJ,3967,Entre R$2.500 e R$5.000
09043,59,MG,2747,Entre R$2.500 e R$5.000
12746,31,RJ,8444,Entre R$7.500 e R$10.000
05736,53,RS,10694,Mais Que R$10.000
23289,74,MG,9828,Entre R$7.500 e R$10.000
13138,56,SP,5307,Entre R$5.000 e R$7.500
15609,26,RJ,7137,Entre R$5.000 e R$7.500
01912,71,SP,9127,Entre R$7.500 e R$10.000
16759,21,MG,11596,Mais Que R$10.000
03489,27,RJ,9576,Entre R$7.500 e R$10.000
23861,19,MG,3461,Entre R$2.500 e R$5.000
26278,85,ES,1624,Até R$1.750
19432,76,RJ,9218,Entre R$7.500 e R$10.000
14208,79,RS,12934,Mais Que R$10.000
13856,21,RJ,12087,Mais Que R$10.000
19712,40,SP,6719,Entre R$5.000 e R$7.500
04878,59,MG,14600,Mais Que R$10.000
15356,24,SP,13019,Mais Que R$10.000
14390,36,MG,4849,Entre R$2.500 e R$5.000
20762,36,DF,13839,Mais Que R$10.000
20809,68,SC,9260,Entre R$7.500 e R$10.000
14270,43,RJ,7454,Entre R$5.000 e R$7.500
08626,85,SP,4422,Entre R$2.500 e R$5.000
04201,70,RJ,9344,Entre R$7.500 e R$10.000
07994,80,DF,13939,Mais Que R$10.000
02997,52,MG,12022,Mais Que R$10.000
03412,46,MG,5611,Entre R$5.000 e R$7.500
04154,34,SP,8167,Entre R$7.500 e R$10.000
21780,35,SP,9936,Entre R$7.500 e R$10.000
17568,71,RS,7070,Entre R$5.000 e R$7.500
12634,70,SP,3458,Entre R$2.500 e R$5.000
16057,85,SP,8122,Entre R$7.500 e R$10.000
02368,72,RJ,11801,Mais Que R$10.000
03523,51,SP,5791,Entre R$5.000 e R$7.500
11367,53,RJ,6205,Entre R$5.000 e R$7.500
21333,30,SC,4833,Entre R$2.500 e R$5.000
09533,43,SP,11470,Mais Que R$10.000
03698,32,RJ,3390,Entre R$2.500 e R$5.000
24929,75,RJ,8433,Entre R$7.500 e R$10.000
05868,63,SP,11185,Mais Que R$10.000
00780,79,SP,11567,Mais Que R$10.000
19100,73,DF,5785,Entre R$5.000 e R$7.500
04158,70,AL,5518,Entre R$5.000 e R$7.500
26525,29,SP,8101,Entre R$7.500 e R$10.000
09948,76,SP,1865,Entre R$1.750 e R$2.500
20031,71,RJ,5719,Entre R$5.000 e R$7.500
05970,35,PB,10968,Mais Que R$10.000
08395,44,GO,1962,Entre R$1.750 e R$2.500
12442,19,MG,12711,Mais Que R$10.000
27908,78,PI,3604,Entre R$2.500 e R$5.000
03341,64,MG,2565,Entre R$2.500 e R$5.000
24278,34,MG,10335,Mais Que R$10.000
20420,38,RJ,2147,Entre R$1.750 e R$2.500
18562,88,SP,13231,Mais Que R$10.000
15859,36,SP,6898,Entre R$5.000 e R$7.500
10991,64,SP,12505,Mais Que R$10.000
20732,51,SP,13095,Mais Que R$10.000
17210,79,AL,6099,Entre R$5.000 e R$7.500
13282,51,SP,4279,Entre R$2.500 e R$5.000
23286,24,MG,5328,Entre R$5.000 e R$7.500
13547,49,MG,8556,Entre R$7.500 e R$10.000
07193,24,RJ,5207,Entre R$5.000 e R$7.500
09311,54,RJ,5464,Entre R$5.000 e R$7.500
22275,69,RJ,10623,Mais Que R$10.000
10756,72,RS,3545,Entre R$2.500 e R$5.000
19058,26,RJ,11468,Mais Que R$10.000
21665,51,RJ,11076,Mais Que R$10.000
14970,35,MG,7622,Entre R$7.500 e R$10.000
18928,86,RJ,9368,Entre R$7.500 e R$10.000
01998,85,SP,12655,Mais Que R$10.000
04279,86,RJ,4120,Entre R$2.500 e R$5.000
23596,41,RJ,14023,Mais Que R$10.000
14149,74,MG,14280,Mais Que R$10.000
06731,59,CE,2964,Entre R$2.500 e R$5.000
01253,76,RS,9765,Entre R$7.500 e R$10.000
18283,30,SP,6655,Entre R$5.000 e R$7.500
15159,81,BA,8929,Entre R$7.500 e R$10.000
08473,35,RS,6551,Entre R$5.000 e R$7.500
03186,18,SP,12792,Mais Que R$10.000
06844,25,SP,1608,Até R$1.750
11911,60,MG,1890,Entre R$1.750 e R$2.500
16799,41,RJ,14749,Mais Que R$10.000
02804,65,SP,7039,Entre R$5.000 e R$7.500
15254,81,RJ,1845,Entre R$1.750 e R$2.500
09447,78,RJ,6154,Entre R$5.000 e R$7.500
17792,46,SP,3362,Entre R$2.500 e R$5.000
01510,67,SP,12879,Mais Que R$10.000
12608,80,SP,2081,Entre R$1.750 e R$2.500
01853,64,PE,14466,Mais Que R$10.000
14106,77,SP,11680,Mais Que R$10.000
13100,73,MG,10019,Mais Que R$10.000
02574,76,SP,1695,Até R$1.750
00540,68,SP,14728,Mais Que R$10.000
26598,75,RJ,10338,Mais Que R$10.000
15966,43,MG,5023,Entre R$5.000 e R$7.500
20834,69,SP,7728,Entre R$7.500 e R$10.000
09739,57,RS,11198,Mais Que R$10.000
14968,75,SC,12170,Mais Que R$10.000
21874,43,SP,6477,Entre R$5.000 e R$7.500
02062,61,SP,8515,Entre R$7.500 e R$10.000
01179,57,SP,9880,Entre R$7.500 e R$10.000
01920,24,RJ,11426,Mais Que R$10.000
18166,76,MG,2131,Entre R$1.750 e R$2.500
21948,31,MG,2462,Entre R$1.750 e R$2.500
11871,24,BA,7106,Entre R$5.000 e R$7.500
10317,54,SP,11941,Mais Que R$10.000
06788,57,MG,4185,Entre R$2.500 e R$5.000
01824,67,SP,5655,Entre R$5.000 e R$7.500
19652,82,MG,5158,Entre R$5.000 e R$7.500
21074,83,SP,3261,Entre R$2.500 e R$5.000
22775,57,SP,9128,Entre R$7.500 e R$10.000
09875,43,SP,4574,Entre R$2.500 e R$5.000
15346,18,MG,3745,Entre R$2.500 e R$5.000
20705,45,RS,14393,Mais Que R$10.000
18393,81,CE,4957,Entre R$2.500 e R$5.000
27824,54,RJ,13342,Mais Que R$10.000
19974,64,RJ,14853,Mais Que R$10.000
12945,72,PB,11573,Mais Que R$10.000
19930,74,RS,6107,Entre R$5.000 e R$7.500
06712,36,RJ,9279,Entre R$7.500 e R$10.000
27327,40,SP,13640,Mais Que R$10.000
10162,68,DF,14855,Mais Que R$10.000
16792,53,SP,2264,Entre R$1.750 e R$2.500
04236,63,PR,11172,Mais Que R$10.000
00318,77,SP,1662,Até R$1.750
05990,61,RJ,4832,Entre R$2.500 e R$5.000
00017,76,SP,4502,Entre R$2.500 e R$5.000
19247,81,RS,7784,Entre R$7.500 e R$10.000
22337,47,SP,12167,Mais Que R$10.000
20699,23,MG,4822,Entre R$2.500 e R$5.000
04998,33,SP,5133,Entre R$5.000 e R$7.500
12325,23,RJ,4539,Entre R$2.500 e R$5.000
06719,78,RJ,9767,Entre R$7.500 e R$10.000
02569,50,SP,5113,Entre R$5.000 e R$7.500
06665,28,SP,3585,Entre R$2.500 e R$5.000
20000,82,SP,3985,Entre R$2.500 e R$5.000
12170,60,SP,10081,Mais Que R$10.000
03012,76,MG,2914,Entre R$2.500 e R$5.000
14353,64,DF,8020,Entre R$7.500 e R$10.000
24042,24,RJ,8848,Entre R$7.500 e R$10.000
22119,48,SP,3560,Entre R$2.500 e R$5.000
24041,85,BA,14767,Mais Que R$10.000
26367,20,PE,5385,Entre R$5.000 e R$7.500
06033,61,SC,5405,Entre R$5.000 e R$7.500
25075,19,RJ,13773,Mais Que R$10.000
00688,85,RJ,5717,Entre R$5.000 e R$7.500
03957,83,SP,5792,Entre R$5.000 e R$7.500
27588,83,SP,10972,Mais Que R$10.000
03151,80,CE,13304,Mais Que R$10.000
09175,27,SP,9073,Entre R$7.500 e R$10.000
09934,36,SP,14149,Mais Que R$10.000
05131,78,RS,13794,Mais Que R$10.000
26181,54,MG,6382,Entre R$5.000 e R$7.500
10411,54,BA,7904,Entre R$7.500 e R$10.000
06035,18,SP,3243,Entre R$2.500 e R$5.000
10709,24,SP,3891,Entre R$2.500 e R$5.000
23436,84,SP,14466,Mais Que R$10.000
10869,45,RJ,7125,Entre R$5.000 e R$7.500
24308,69,DF,4748,Entre R$2.500 e R$5.000
01730,72,SP,7639,Entre R$7.500 e R$10.000
18405,56,SP,6564,Entre R$5.000 e R$7.500
20142,86,SP,14511,Mais Que R$10.000
13868,27,SP,9668,Entre R$7.500 e R$10.000
27932,58,PE,8420,Entre R$7.500 e R$10.000
23884,35,RJ,2692,Entre R$2.500 e R$5.000
06746,28,PB,1983,Entre R$1.750 e R$2.500
22985,42,PE,5849,Entre R$5.000 e R$7.500
07839,60,GO,5552,Entre R$5.000 e R$7.500
27330,71,SP,7996,Entre R$7.500 e R$10.000
16250,89,DF,7138,Entre R$5.000 e R$7.500
12300,23,GO,8731,Entre R$7.500 e R$10.000
15314,81,DF,14801,Mais Que R$10.000
14386,58,MG,10579,Mais Que R$10.000
04545,78,RJ,3865,Entre R$2.500 e R$5.000
18383,29,RS,9281,Entre R$7.500 e R$10.000
06944,54,SP,7930,Entre R$7.500 e R$10.000
02589,82,SP,8907,Entre R$7.500 e R$10.000
27111,44,RS,13164,Mais Que R$10.000
05820,63,MG,6619,Entre R$5.000 e R$7.500
20851,64,RS,10974,Mais Que R$10.000
13265,86,ES,4532,Entre R$2.500 e R$5.000
14163,44,PR,11576,Mais Que R$10.000
06558,79,SP,10733,Mais Que R$10.000
00397,53,SP,5369,Entre R$5.000 e R$7.500
02119,74,CE,14510,Mais Que R$10.000
15172,86,MG,5176,Entre R$5.000 e R$7.500
23114,67,SC,10312,Mais Que R$10.000
14960,33,RS,14354,Mais Que R$10.000
26679,26,SP,10402,Mais Que R$10.000
19495,86,SP,7252,Entre R$5.000 e R$7.500
05661,46,MG,12852,Mais Que R$10.000
09684,62,SP,8237,Entre R$7.500 e R$10.000
19145,25,SP,3882,Entre R$2.500 e R$5.000
26308,57,RJ,11582,Mais Que R$10.000
18889,41,RJ,5463,Entre R$5.000 e R$7.500
03835,51,CE,6019,Entre R$5.000 e R$7.500
16763,40,GO,13809,Mais Que R$10.000
23044,61,PB,12206,Mais Que R$10.000
08877,72,GO,12605,Mais Que R$10.000
13770,39,PE,5908,Entre R$5.000 e R$7.500
07766,67,RJ,7924,Entre R$7.500 e R$10.000
21486,28,SP,11078,Mais Que R$10.000
07111,76,RJ,9470,Entre R$7.500 e R$10.000
07925,29,DF,6104,Entre R$5.000 e R$7.500
27107,39,MG,1679,Até R$1.750
19767,29,RJ,2761,Entre R$2.500 e R$5.000
06469,28,MA,9310,Entre R$7.500 e R$10.000
27426,55,RS,13597,Mais Que R$10.000
19088,70,SP,6076,Entre R$5.000 e R$7.500
19096,54,SP,14280,Mais Que R$10.000
06003,48,SC,6235,Entre R$5.000 e R$7.500
26082,45,SP,9790,Entre R$7.500 e R$10.000
20514,57,RS,3179,Entre R$2.500 e R$5.000
18430,80,RJ,7633,Entre R$7.500 e R$10.000
22175,44,SP,9170,Entre R$7.500 e R$10.000
27175,84,BA,3735,Entre R$2.500 e R$5.000
09762,83,MG,11420,Mais Que R$10.000
09753,43,SP,13038,Mais Que R$10.000
16720,20,SP,13522,Mais Que R$10.000
22970,44,SP,6616,Entre R$5.000 e R$7.500
14793,24,MG,13577,Mais Que R$10.000
13021,27,SP,7811,Entre R$7.500 e R$10.000
24116,89,ES,13312,Mais Que R$10.000
24109,51,RJ,11776,Mais Que R$10.000
00995,83,RJ,14990,Mais Que R$10.000
06477,51,RJ,3825,Entre R$2.500 e R$5.000
19033,84,MG,5682,Entre R$5.000 e R$7.500
03671,61,RJ,3832,Entre R$2.500 e R$5.000
22430,70,SP,4061,Entre R$2.500 e R$5.000
12902,63,MG,6086,Entre R$5.000 e R$7.500
09951,81,SP,6686,Entre R$5.000 e R$7.500
20849,50,RS,8262,Entre R$7.500 e R$10.000
01144,34,RJ,11927,Mais Que R$10.000
16949,29,RJ,11618,Mais Que R$10.000
00645,84,RN,5144,Entre R$5.000 e R$7.500
20287,37,SP,1640,Até R$1.750
16229,21,RJ,4568,Entre R$2.500 e R$5.000
01431,29,PE,7688,Entre R$7.500 e R$10.000
08729,60,BA,5463,Entre R$5.000 e R$7.500
00086,50,SP,7773,Entre R$7.500 e R$10.000
07803,51,SP,8966,Entre R$7.500 e R$10.000
03690,43,MG,1514,Até R$1.750
13495,78,PR,11003,Mais Que R$10.000
22083,48,SE,10491,Mais Que R$10.000
00298,18,RJ,11561,Mais Que R$10.000
01151,21,SP,8366,Entre R$7.500 e R$10.000
25461,44,ES,2069,Entre R$1.750 e R$2.500
03685,64,RJ,11783,Mais Que R$10.000
20855,40,SP,8121,Entre R$7.500 e R$10.000
13519,71,SP,3129,Entre R$2.500 e R$5.000
08925,69,SP,2546,Entre R$2.500 e R$5.000
02330,45,RJ,3463,Entre R$2.500 e R$5.000
03081,25,RS,13458,Mais Que R$10.000
14825,42,RJ,4525,Entre R$2.500 e R$5.000
08950,78,SP,11529,Mais Que R$10.000
19720,43,RS,3190,Entre R$2.500 e R$5.000
23235,86,SP,5744,Entre R$5.000 e R$7.500
18708,84,MG,10056,Mais Que R$10.000
17505,32,RS,5751,Entre R$5.000 e R$7.500
12301,35,PE,6419,Entre R$5.000 e R$7.500
26393,79,BA,2499,Entre R$1.750 e R$2.500
23568,89,PE,7116,Entre R$5.000 e R$7.500
15186,45,SP,12270,Mais Que R$10.000
01018,60,DF,12478,Mais Que R$10.000
09686,32,MG,6124,Entre R$5.000 e R$7.500
25750,28,RS,7590,Entre R$7.500 e R$10.000
11855,84,RJ,12379,Mais Que R$10.000
23821,69,SP,3021,Entre R$2.500 e R$5.000
05097,38,SP,14689,Mais Que R$10.000
04009,38,RJ,9363,Entre R$7.500 e R$10.000
12092,28,PE,3520,Entre R$2.500 e R$5.000
07706,42,RJ,10573,Mais Que R$10.000
18950,67,GO,6357,Entre R$5.000 e R$7.500
14348,41,SP,4773,Entre R$2.500 e R$5.000
08287,54,SP,4713,Entre R$2.500 e R$5.000
03175,73,SP,8458,Entre R$7.500 e R$10.000
25925,39,SP,4444,Entre R$2.500 e R$5.000
09213,66,RJ,5123,Entre R$5.000 e R$7.500
02395,86,GO,12194,Mais Que R$10.000
03704,44,DF,11984,Mais Que R$10.000
03848,78,MG,6201,Entre R$5.000 e R$7.500
02425,50,SP,12344,Mais Que R$10.000
03277,55,RS,13321,Mais Que R$10.000
07504,70,SP,7336,Entre R$5.000 e R$7.500
15178,52,RJ,9153,Entre R$7.500 e R$10.000
10113,46,SP,13479,Mais Que R$10.000
11469,68,SP,11415,Mais Que R$10.000
20932,37,MG,2089,Entre R$1.750 e R$2.500
21341,75,RS,7670,Entre R$7.500 e R$10.000
27961,69,SC,6292,Entre R$5.000 e R$7.500
22948,35,RJ,3676,Entre R$2.500 e R$5.000
18498,78,MG,13933,Mais Que R$10.000
24101,20,SP,12121,Mais Que R$10.000
11632,54,SP,12610,Mais Que R$10.000
17762,19,SP,3280,Entre R$2.500 e R$5.000
16004,38,SP,1808,Entre R$1.750 e R$2.500
02168,63,GO,11033,Mais Que R$10.000
12165,48,RJ,10415,Mais Que R$10.000
18009,33,SP,9128,Entre R$7.500 e R$10.000
05553,60,MG,4752,Entre R$2.500 e R$5.000
00299,33,SC,3533,Entre R$2.500 e R$5.000
12179,82,MG,3158,Entre R$2.500 e R$5.000
15978,62,RJ,3783,Entre R$2.500 e R$5.000
10878,51,SP,5314,Entre R$5.000 e R$7.500
22503,32,SP,13689,Mais Que R$10.000
25693,33,SP,7740,Entre R$7.500 e R$10.000
01017,32,RJ,7626,Entre R$7.500 e R$10.000
16359,31,SP,7310,Entre R$5.000 e R$7.500
11475,84,PA,3291,Entre R$2.500 e R$5.000
11821,43,SP,13415,Mais Que R$10.000
19204,55,SP,13670,Mais Que R$10.000
11706,32,BA,4734,Entre R$2.500 e R$5.000
17414,41,AL,4578,Entre R$2.500 e R$5.000
23622,43,SP,5221,Entre R$5.000 e R$7.500
07882,31,CE,3051,Entre R$2.500 e R$5.000
05313,78,MG,10530,Mais Que R$10.000
06011,44,MG,8247,Entre R$7.500 e R$10.000
24075,38,SP,10672,Mais Que R$10.000
06866,47,MG,13092,Mais Que R$10.000
27877,48,SP,5752,Entre R$5.000 e R$7.500
15342,32,MG,7793,Entre R$7.500 e R$10.000
09557,31,SP,2013,Entre R$1.750 e R$2.500
06674,23,SP,7770,Entre R$7.500 e R$10.000
06041,63,MG,6785,Entre R$5.000 e R$7.500
02973,59,RJ,5212,Entre R$5.000 e R$7.500
13446,43,MG,10345,Mais Que R$10.000
24457,18,SP,11261,Mais Que R$10.000
23685,31,SP,6564,Entre R$5.000 e R$7.500
08349,31,SP,11103,Mais Que R$10.000
05938,79,ES,11653,Mais Que R$10.000
08672,33,SP,12856,Mais Que R$10.000
17619,87,SP,7908,Entre R$7.500 e R$10.000
13108,80,SP,12872,Mais Que R$10.000
01509,87,SP,6105,Entre R$5.000 e R$7.500
01065,57,SP,6879,Entre R$5.000 e R$7.500
13188,43,PR,4269,Entre R$2.500 e R$5.000
22320,18,RS,8346,Entre R$7.500 e R$10.000
16011,84,RJ,8929,Entre R$7.500 e R$10.000
15284,77,MG,14946,Mais Que R$10.000
05441,43,RJ,3821,Entre R$2.500 e R$5.000
10913,67,PR,3306,Entre R$2.500 e R$5.000
11808,48,RJ,2185,Entre R$1.750 e R$2.500
08905,19,SP,1781,Entre R$1.750 e R$2.500
02623,82,MG,7505,Entre R$7.500 e R$10.000
12006,23,BA,6148,Entre R$5.000 e R$7.500
24390,44,SP,7650,Entre R$7.500 e R$10.000
26451,34,SP,4187,Entre R$2.500 e R$5.000
03294,74,RS,8597,Entre R$7.500 e R$10.000
13079,34,RJ,9090,Entre R$7.500 e R$10.000
00947,88,RJ,14135,Mais Que R$10.000
20753,18,RJ,5713,Entre R$5.000 e R$7.500
00568,40,RJ,12095,Mais Que R$10.000
10313,67,SP,9317,Entre R$7.500 e R$10.000
09747,53,SP,5139,Entre R$5.000 e R$7.500
00380,86,RS,7988,Entre R$7.500 e R$10.000
01090,30,SP,1957,Entre R$1.750 e R$2.500
27489,88,MG,5370,Entre R$5.000 e R$7.500
11014,56,RS,4396,Entre R$2.500 e R$5.000
21756,68,RJ,8765,Entre R$7.500 e R$10.000
26584,69,RS,2394,Entre R$1.750 e R$2.500
13356,50,SP,4391,Entre R$2.500 e R$5.000
27466,30,MG,7225,Entre R$5.000 e R$7.500
03383,86,SP,6629,Entre R$5.000 e R$7.500
25333,54,RJ,5838,Entre R$5.000 e R$7.500
07970,23,SP,8447,Entre R$7.500 e R$10.000
04206,36,BA,10131,Mais Que R$10.000
17366,21,SP,7535,Entre R$7.500 e R$10.000
19610,60,MG,12617,Mais Que R$10.000
24524,81,SP,9639,Entre R$7.500 e R$10.000
10384,62,SP,2820,Entre R$2.500 e R$5.000
13819,26,SP,14689,Mais Que R$10.000
07856,50,SC,5447,Entre R$5.000 e R$7.500
13086,43,PR,6174,Entre R$5.000 e R$7.500
12516,39,RJ,5154,Entre R$5.000 e R$7.500
13258,47,RJ,5774,Entre R$5.000 e R$7.500
27780,69,RN,6916,Entre R$5.000 e R$7.500
22602,51,RJ,14401,Mais Que R$10.000
26305,43,RJ,14166,Mais Que R$10.000
08270,44,ES,9642,Entre R$7.500 e R$10.000
07366,32,MG,6484,Entre R$5.000 e R$7.500
14381,40,DF,12266,Mais Que R$10.000
23552,20,SC,12004,Mais Que R$10.000
07518,26,ES,8710,Entre R$7.500 e R$10.000
21103,28,PE,7460,Entre R$5.000 e R$7.500
24761,86,SP,2507,Entre R$2.500 e R$5.000
